id,name,calories,proteins,fat,carbohydrate,status,alasan,saran_porsi
691,Kecimpring Singkong Goreng,464.0,1.2,18.6,73.0,LIMIT,"lemak 18.6g (perlu dibatasi, batas aman 18g); kalori 464.0 kkal cukup tinggi untuk kondisi ini","Batasi 1-2x per minggu, porsi sangat kecil (≤50g). Pilih metode masak rendah minyak."
692,Kecipir Biji,405.0,32.8,17.0,36.5,NETRAL,lemak 17.0g (zona netral 10–18g); kalori 405.0 kkal cukup tinggi untuk kondisi ini; protein 32.8g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
693,Kecipir Buah Muda,35.0,2.9,0.2,0.8,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
694,Kecipir Muda Segar,32.0,2.9,0.2,5.8,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
695,Kecombrang Segar,34.0,0.9,1.0,6.7,BISA,lemak 1.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
696,Kedondong Segar,47.0,0.5,0.2,10.4,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
697,Keju,326.0,22.8,20.3,13.1,NETRAL,"lemak 20.3g (perlu dibatasi, batas aman 18g); protein 22.8g cukup tinggi membantu offset lemak","Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
698,Keju Kacang Tanah,590.0,27.0,49.0,20.9,TIDAK_BISA,lemak 49.0g (melebihi batas 25g); kalori 590.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
699,Kelapa Hutan Kering,623.0,2.0,52.1,36.5,TIDAK_BISA,lemak 52.1g (melebihi batas 25g); kalori 623.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
700,Kelapa Muda Air,17.0,0.2,0.1,3.8,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
701,Kelapa Muda Daging,68.0,1.0,0.9,14.0,BISA,lemak 0.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
702,Kelapa Setengah Tua Daging,180.0,4.0,15.0,10.0,NETRAL,lemak 15.0g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
703,Kelapa Tua Daging,359.0,3.4,34.7,14.0,TIDAK_BISA,lemak 34.7g (melebihi batas 25g),Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
704,Kelepon,214.0,5.4,5.4,40.2,BISA,lemak 5.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
705,Kelewih,111.0,1.5,0.3,27.2,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
706,Kelinci Daging Segar,142.0,16.9,7.8,0.0,BISA,lemak 7.8g (di bawah batas 10g); protein 16.9g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
707,Kemang,48.0,1.0,0.2,11.9,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
708,Kembang Tahu,380.0,48.9,13.8,23.3,NETRAL,lemak 13.8g (zona netral 10–18g); protein 48.9g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
709,Kembang Turi,44.0,1.8,0.6,9.6,BISA,lemak 0.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
710,Kemiri,636.0,19.0,63.0,8.0,TIDAK_BISA,lemak 63.0g (melebihi batas 25g); kalori 636.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
711,Kenari,657.0,15.0,66.0,13.0,TIDAK_BISA,lemak 66.0g (melebihi batas 25g); kalori 657.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
712,Kenari Banda Kering,616.0,13.9,56.2,13.7,TIDAK_BISA,lemak 56.2g (melebihi batas 25g); kalori 616.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
713,Kentang,83.0,2.0,0.1,19.1,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
714,Kentang Hitam,142.0,0.9,0.4,33.7,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
715,Keong,64.0,12.0,1.0,2.0,BISA,lemak 1.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
716,Kepala Susu (Krim),204.0,2.6,20.0,4.0,LIMIT,"lemak 20.0g (perlu dibatasi, batas aman 18g)","Batasi 1-2x per minggu, porsi sangat kecil (≤50g). Pilih metode masak rendah minyak."
717,Kepiting,151.0,13.8,3.8,14.1,BISA,lemak 3.8g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
718,Kerang,59.0,18.0,1.1,3.6,BISA,lemak 1.1g (di bawah batas 10g); protein 18.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
719,Kerang Asap Mentah,393.0,38.9,13.3,29.4,NETRAL,lemak 13.3g (zona netral 10–18g); protein 38.9g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
720,Kerang Dendeng Mentah,357.0,41.1,10.0,25.6,BISA,lemak 10.0g (di bawah batas 10g); protein 41.1g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
721,Kerbau Daging Segar,79.0,18.7,0.5,0.0,BISA,lemak 0.5g (di bawah batas 10g); protein 18.7g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
722,Keremes,475.0,1.6,25.5,64.4,TIDAK_BISA,lemak 25.5g (melebihi batas 25g); kalori 475.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
723,Keribang Ubi Segar,137.0,1.3,1.1,29.8,BISA,lemak 1.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
724,Keripik Bayam,586.0,4.9,40.6,50.2,TIDAK_BISA,lemak 40.6g (melebihi batas 25g); kalori 586.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
725,Keripik Gadung,446.0,2.8,14.5,76.0,NETRAL,lemak 14.5g (zona netral 10–18g); kalori 446.0 kkal cukup tinggi untuk kondisi ini,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
726,Keripik Kentang,448.0,2.7,18.8,67.1,LIMIT,"lemak 18.8g (perlu dibatasi, batas aman 18g); kalori 448.0 kkal cukup tinggi untuk kondisi ini","Batasi 1-2x per minggu, porsi sangat kecil (≤50g). Pilih metode masak rendah minyak."
727,Keripik Lampung,485.0,1.7,22.2,69.7,LIMIT,"lemak 22.2g (perlu dibatasi, batas aman 18g); kalori 485.0 kkal cukup tinggi untuk kondisi ini","Batasi 1-2x per minggu, porsi sangat kecil (≤50g). Pilih metode masak rendah minyak."
728,Keripik Oncom,598.0,8.3,43.8,42.6,TIDAK_BISA,lemak 43.8g (melebihi batas 25g); kalori 598.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
729,Keripik Singkong,478.0,0.9,20.7,72.0,LIMIT,"lemak 20.7g (perlu dibatasi, batas aman 18g); kalori 478.0 kkal cukup tinggi untuk kondisi ini","Batasi 1-2x per minggu, porsi sangat kecil (≤50g). Pilih metode masak rendah minyak."
730,Keripik Singkong Berbumbu,481.0,2.2,19.7,73.6,LIMIT,"lemak 19.7g (perlu dibatasi, batas aman 18g); kalori 481.0 kkal cukup tinggi untuk kondisi ini","Batasi 1-2x per minggu, porsi sangat kecil (≤50g). Pilih metode masak rendah minyak."
731,Keripik Tempe,581.0,12.1,40.6,41.7,TIDAK_BISA,lemak 40.6g (melebihi batas 25g); kalori 581.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
732,Keripik Tempe Abadi Murni,542.0,40.3,42.4,11.6,TIDAK_BISA,lemak 42.4g (melebihi batas 25g); kalori 542.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
733,Keripik Tempe Abadi Sedang,510.0,12.3,27.9,52.4,TIDAK_BISA,lemak 27.9g (melebihi batas 25g); kalori 510.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
734,Keripik Tempe Abadi Telur,529.0,20.8,31.7,40.2,TIDAK_BISA,lemak 31.7g (melebihi batas 25g); kalori 529.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
735,Keripik Ubi,486.0,0.2,23.9,67.6,LIMIT,"lemak 23.9g (perlu dibatasi, batas aman 18g); kalori 486.0 kkal cukup tinggi untuk kondisi ini","Batasi 1-2x per minggu, porsi sangat kecil (≤50g). Pilih metode masak rendah minyak."
736,Kerokot Segar,26.0,1.7,0.4,3.8,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
737,Kerupuk Aci,350.0,0.5,0.2,85.9,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
738,Kerupuk Cumi Goreng,444.0,6.9,14.6,71.3,NETRAL,lemak 14.6g (zona netral 10–18g); kalori 444.0 kkal cukup tinggi untuk kondisi ini,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
739,Kerupuk Ikan Berpati,342.0,16.0,0.4,65.6,BISA,lemak 0.4g (di bawah batas 10g); protein 16.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
740,Kerupuk Kemplang  (Ikan) Mentah,325.0,1.8,0.4,78.5,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
741,Kerupuk Kemplang Goreng,504.0,5.6,28.1,57.1,TIDAK_BISA,lemak 28.1g (melebihi batas 25g); kalori 504.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
742,Kerupuk Kemplang Panggang,356.0,9.7,1.1,76.9,BISA,lemak 1.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
743,Kerupuk Kulit Kerbau,422.0,83.0,4.0,0.0,NETRAL,lemak 4.0g (di bawah batas 10g); kalori 422.0 kkal cukup tinggi untuk kondisi ini; protein 83.0g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
744,Kerupuk Melinjo Mentah,345.0,12.0,1.5,71.5,BISA,lemak 1.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
745,Kerupuk Melinjo Tebal Goreng Asin,431.0,11.1,16.2,63.0,NETRAL,lemak 16.2g (zona netral 10–18g); kalori 431.0 kkal cukup tinggi untuk kondisi ini,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
746,Kerupuk Melinjo Tebal Goreng Manis,439.0,10.0,16.4,65.7,NETRAL,lemak 16.4g (zona netral 10–18g); kalori 439.0 kkal cukup tinggi untuk kondisi ini,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
747,Kerupuk Melinjo Tipis Goreng,485.0,11.5,24.5,59.1,LIMIT,"lemak 24.5g (perlu dibatasi, batas aman 18g); kalori 485.0 kkal cukup tinggi untuk kondisi ini","Batasi 1-2x per minggu, porsi sangat kecil (≤50g). Pilih metode masak rendah minyak."
748,Kerupuk Mie Kuning Goreng,476.0,0.1,21.1,71.3,LIMIT,"lemak 21.1g (perlu dibatasi, batas aman 18g); kalori 476.0 kkal cukup tinggi untuk kondisi ini","Batasi 1-2x per minggu, porsi sangat kecil (≤50g). Pilih metode masak rendah minyak."
749,Kerupuk Sayong,46.7,17.3,17.3,81.3,NETRAL,lemak 17.3g (zona netral 10–18g); protein 17.3g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
750,Kerupuk Udang,340.0,30.0,30.0,52.0,TIDAK_BISA,lemak 30.0g (melebihi batas 25g),Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
751,Kerupuk Udang Berpati,359.0,17.2,68.2,332.0,TIDAK_BISA,lemak 68.2g (melebihi batas 25g),Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
752,Kerupuk Udang Goreng,477.0,4.7,20.5,68.5,LIMIT,"lemak 20.5g (perlu dibatasi, batas aman 18g); kalori 477.0 kkal cukup tinggi untuk kondisi ini","Batasi 1-2x per minggu, porsi sangat kecil (≤50g). Pilih metode masak rendah minyak."
753,Kerupuk Urat,588.0,53.7,40.9,1.2,TIDAK_BISA,lemak 40.9g (melebihi batas 25g); kalori 588.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
754,Kesemek,78.0,0.8,0.4,20.0,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
755,Ketan Hitam Matang,181.0,4.0,1.2,37.3,BISA,lemak 1.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
756,Ketan Putih Matang,163.0,3.0,0.4,35.7,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
757,Ketapang,340.0,11.0,11.0,54.0,NETRAL,lemak 11.0g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
758,Ketela Pohon Kuning,157.0,0.8,0.3,37.9,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
759,Ketela Singkong Segar,154.0,1.0,0.3,36.8,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
760,Ketela Pohon/Singkong Kukus,153.0,1.2,0.3,36.4,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
761,Ketimun,12.0,0.7,0.1,2.7,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
762,Ketimun Madura Segar,9.0,0.5,0.1,1.9,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
763,Ketoprak,153.0,7.9,7.7,13.0,BISA,lemak 7.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
764,Ketumbar,404.0,14.1,16.1,54.2,NETRAL,lemak 16.1g (zona netral 10–18g); kalori 404.0 kkal cukup tinggi untuk kondisi ini,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
765,Ketupat Ketan,212.0,4.0,4.6,38.6,BISA,lemak 4.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
766,Ketupat Tahu,109.6,2.6,2.6,18.6,BISA,lemak 2.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
767,Kluwek,310.0,10.0,24.0,13.5,LIMIT,"lemak 24.0g (perlu dibatasi, batas aman 18g)","Batasi 1-2x per minggu, porsi sangat kecil (≤50g). Pilih metode masak rendah minyak."
768,Kodok Segar,73.0,16.4,0.3,0.0,BISA,lemak 0.3g (di bawah batas 10g); protein 16.4g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
769,Kokosan,86.0,1.6,0.2,13.0,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
770,Komak Polong Segar,99.0,3.3,0.1,21.2,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
771,Kool Kembang,25.0,2.4,0.2,4.9,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
772,Kool Merah Kool Putih,24.0,1.4,0.2,5.3,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
773,Kopi Bagian Yang Larut,352.0,17.4,1.3,69.0,BISA,lemak 1.3g (di bawah batas 10g); protein 17.4g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
774,Kopi Bubuk Instant,129.0,12.3,0.5,35.0,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
775,Koro Andong Kering,356.0,20.5,4.1,61.6,BISA,lemak 4.1g (di bawah batas 10g); protein 20.5g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
776,Koro Benguk Biji,332.0,24.0,3.0,55.0,BISA,lemak 3.0g (di bawah batas 10g); protein 24.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
777,Koro Benguk Tempe,141.0,10.2,1.3,23.2,BISA,lemak 1.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
778,Koro Kerupuk Biji,125.0,8.3,0.7,22.1,BISA,lemak 0.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
779,Koro Loke Biji,33.0,2.7,0.2,7.9,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
780,Koro Roway Biji,344.0,12.5,2.1,69.4,BISA,lemak 2.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
781,Koro Wedus Biji,338.0,22.2,1.5,61.0,BISA,lemak 1.5g (di bawah batas 10g); protein 22.2g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
782,Koro Wedus Buah Muda,38.0,3.0,0.3,7.9,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
783,Koro Wedus Polong,46.0,3.0,0.3,7.9,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
784,Kotiu Hinela Tawang Nggole,46.0,2.2,1.5,6.0,BISA,lemak 1.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
785,Koya,366.0,4.2,4.3,77.5,BISA,lemak 4.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
786,Koya Mirasa,370.0,8.0,1.0,82.2,BISA,lemak 1.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
787,Kranji Segar,315.0,2.1,1.4,73.5,BISA,lemak 1.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
788,Kripik Tempe Goreng,542.0,40.3,42.4,11.5,TIDAK_BISA,lemak 42.4g (melebihi batas 25g); kalori 542.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
789,Krokot,21.0,1.7,0.4,3.8,BISA,lemak 0.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
790,Kucai,45.0,2.2,0.3,10.3,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
791,Kucai Muda (Lokio),42.0,3.8,0.6,7.8,BISA,lemak 0.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
792,Kuda Daging Segar,113.0,18.1,4.1,0.9,BISA,lemak 4.1g (di bawah batas 10g); protein 18.1g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
793,Kue Ali,440.0,3.8,18.5,64.5,LIMIT,"lemak 18.5g (perlu dibatasi, batas aman 18g); kalori 440.0 kkal cukup tinggi untuk kondisi ini","Batasi 1-2x per minggu, porsi sangat kecil (≤50g). Pilih metode masak rendah minyak."
794,Kue Apem,186.7,1.6,1.6,39.6,BISA,lemak 1.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
795,Kue Bangket,338.0,1.5,1.2,80.3,BISA,lemak 1.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
796,Kue Bugis,240.0,1.0,4.0,54.0,BISA,lemak 4.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
797,Kue Jahe,425.0,1.6,8.8,84.6,NETRAL,lemak 8.8g (di bawah batas 10g); kalori 425.0 kkal cukup tinggi untuk kondisi ini,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
798,Kue Kelapa,591.0,5.6,42.1,47.5,TIDAK_BISA,lemak 42.1g (melebihi batas 25g); kalori 591.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
799,Kue Koya,366.0,4.2,4.3,7.9,BISA,lemak 4.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
800,Kue Lumpur,291.0,3.6,11.1,44.1,NETRAL,lemak 11.1g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
801,Kue Mangkok,182.0,1.0,1.0,40.4,BISA,lemak 1.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
802,Kue Pacar Cina,126.7,0.7,0.7,57.3,BISA,lemak 0.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
803,Kue Pia,296.0,1.4,1.4,66.4,BISA,lemak 1.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
804,Kue Putu Cangkir,304.0,5.3,7.0,54.9,BISA,lemak 7.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
805,Kue Putu Singkong,217.0,1.2,0.5,53.2,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
806,Kue Satu,393.3,2.7,2.7,79.3,BISA,lemak 2.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
807,Kue Semprong,380.0,1.0,1.0,92.0,BISA,lemak 1.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
808,Kue Sus,221.0,7.5,10.2,24.8,NETRAL,lemak 10.2g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
809,Kue Talam,180.0,5.0,5.0,32.0,BISA,lemak 5.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
810,Kue Tambang,512.0,26.0,26.0,60.4,TIDAK_BISA,lemak 26.0g (melebihi batas 25g); kalori 512.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
811,Kue Thipan,247.0,2.9,4.2,49.5,BISA,lemak 4.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
812,Kulit Melinjo,111.0,4.5,1.1,20.7,BISA,lemak 1.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
813,Kundur Segar,22.0,0.4,0.2,4.7,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
814,Kunyit,63.0,2.0,2.7,9.1,BISA,lemak 2.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
815,Kura-Kura,83.0,19.1,0.2,0.0,BISA,lemak 0.2g (di bawah batas 10g); protein 19.1g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
816,Kwaci,515.0,30.6,42.1,13.8,TIDAK_BISA,lemak 42.1g (melebihi batas 25g); kalori 515.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
817,Kwark (Quark),242.0,19.0,17.0,3.0,NETRAL,lemak 17.0g (zona netral 10–18g); protein 19.0g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
818,Labu Air,17.0,0.6,0.2,3.8,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
819,Labu Kuning Segar,51.0,1.7,0.5,10.0,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
820,Labu Siam,26.0,0.6,0.1,6.7,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
821,Labu Waluh Segar,32.0,1.1,0.1,6.6,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
822,Laksa,166.3,2.7,3.9,29.5,BISA,lemak 3.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
823,Lamtoro (Pete Cina) Biji Muda,85.0,5.7,0.3,15.4,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
824,Lamtoro Biji Tua,148.0,10.6,0.5,26.2,BISA,lemak 0.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
825,Lamtoro Tempe,142.0,11.0,2.5,20.4,BISA,lemak 2.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
826,Lamtoro Var. Gung Tanpa Kulit,367.0,46.4,5.4,32.5,BISA,lemak 5.4g (di bawah batas 10g); protein 46.4g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
827,Lamtoro Var. Lokal Dengan Kulit,336.0,23.8,1.2,59.7,BISA,lemak 1.2g (di bawah batas 10g); protein 23.8g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
828,Langsat,56.0,0.9,0.2,14.3,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
829,Lantar Segar,34.0,2.2,0.3,5.5,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
830,Lanting Getuk,422.0,0.9,10.8,80.4,NETRAL,lemak 10.8g (zona netral 10–18g); kalori 422.0 kkal cukup tinggi untuk kondisi ini,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
831,Lapis Legit,389.0,6.6,15.7,55.5,NETRAL,lemak 15.7g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
832,Lawar Babi Masakan,174.0,17.0,10.0,3.0,BISA,lemak 10.0g (di bawah batas 10g); protein 17.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
833,Lawar Penyu Masakan,141.0,23.0,1.5,7.6,BISA,lemak 1.5g (di bawah batas 10g); protein 23.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
